ID,CEFR.Top,CEFR.Sub,CEFR,Original Level,Source,Sentence
878,A,A2,A2,2,GLOSS, وجاء في بيان للسفارة الاميركية انها «ما تزال تتلقى معلومات» وصفتها بالموثوقة عن التخطيط لمزيد من الهجمات الارهابية في السعودية ضد اهداف غير محددة
879,A,A2,A2,2,GLOSS, وتنتشر المخاوف من المرض فتتحسب المطارات وشركات الطيران على مُستوى العالم وتعيد الذين تلحظ عليهم أعراض المرض ويبدأ المرض بارتفاع في درجة الحرارة وسُعال جاف قد يُؤدي إلى صعوبة في التنفس وخلال خسمة أيام تحتاج أكثر الحالات تدهوراً الى جهاز تنفس صناعي
880,A,A2,A2,2,GLOSS, وتمنح هذه التعديلات الأطفال من اردنية متزوجة الى اجنبي الحق بالحصول على الجنسية الأردنية وتسمح للمرأة بالحصول على جواز سفر من دون إذن من زوجها وأن تتمكن من ضم تقاعدها الى تقاعد زوجها المتوفي ومنذ اعتلائه عرش الأردن في شباط فبراير 1999 تعهد الملك عبدالله الثاني تطوير وضع المرأة وقد وافقَ في كانون الأول ديسمبر 2000 على تعديل يمنح المرأة الأردنية حق الطلاق إذا ما تخلّت عن التعويضات المالية المفروضة على زوجها
881,A,A2,A2,2,GLOSS, وتمنح الجامعة شهادة رسمية معترفاً بها عالمياً ويرى البعض ان الجامعة الافتراضية السورية ربما تتيح الفرصة مجدداً ليأخذ التعليم العالي في سورية دوره الريادي في المنطقة الذي فقده خلال العقدين الأخيرين بسبب تأخر نوعية التعليم وتقاعسه عن مواكبة التطور
882,A,A2,A2,2,GLOSS, وتمضي ليزا مراد في حديثها مشيرة إلى أن «أصحاب المناسبة يقيمون بعد مراسم الزواج وليمة للمهنئين في المنزل يكون الطعام فيها حسب الفصل الذي أقيم فيه العرس إذ يختلف الطعام المقدم في الشتاء عن ذاك المقدم في الصيف وكان جهاز العروس يحمل أمام أهل البلدة لكن تم تجاوز بعض هذه التقاليد في العرس الجماعي الذي كنت فيه عروساً لأنه جرى بغض النظر عن استكمال الاستعدادات التقليدية للعرس
883,A,A2,A2,2,GLOSS, وتمارس عادة ختان البنات لدى المسلمين والمسيحيين رغم أن النصوص الدينية لا تتحدث عنه وأفادت آخر الدراسات الصادرة عام 2000 أن حوالي 97% من المصريات خضعن للختان إلاّ ان حلمي أكد أن الأرقام مبالغ فيها وغير مطابقة للواقع
884,A,A2,A2,2,GLOSS, وتم خلال المؤتمر عرض تشكيلة واسعة من التجهيزات والحلول الرائدة فى مجال البث الرقمى التى تتلاءم مع متطلبات واحتياجات شبكات الراديو والتلفزيون فى المنطقة لا سيما المؤسسات التى تشهد عمليات تطوير ضخمة وبرامج تحديث لتجهيزاتها التقنية وقد تزامن انعقاد المؤتمر مع الانتعاش الكبير الذى يشهده سوق المعدات والتجهيزات التلفزيونية فى المنطقة فى ضوء افتتاح عدد من الأقنية التلفزيونية الجديدة خصوصاً فى مصر ولبنان
885,A,A2,A2,2,GLOSS, وتم تصنيع نموذج الجمجمة من البلاستيك وغطي بالصلصال واستعمل دليلاً لنحت تفاصيل الوجه بما في ذلك حجم العينين ولون بشرة الوجه إضافة إلى الشفتين والشعر ولقد اِستعان العلماء بتماثيل الملك والقطع الأثرية التي توجد عليها مناظر له وحسب الدكتور حواس فإن العلماء اِتفقوا على شكل الوجه والجمجمة والعينين إلاّ أنهم لم يتفقوا على شكل الأنف والأذن وأهم ما توْصل إليه العلماء هو ضخامة الجمجمة وشكلها الطولي
886,A,A2,A2,2,GLOSS, وتلقت اللجنة قبل موعد انعقادها تأكيدات من فاروق حسني وزير الثقافة وزاهي حواس الأمين العام للمجلس الأعلى للآثار بأنه تم تقديم طلب إلى رئيس هيئة اليونسكو للمطالبة بعودة رأس الملكة نفرتيتي إلى مصر وأشارت رسالة الحكومة إلى أن هيئة اليونسكو مسؤولة عن الحفاظ على التراث الانساني كما أكدت الرسالة أن هناك اتصالات تمت على مستوى الخارجية المصرية لوقف العبث بتمثال الملكة نفرتيتي
887,A,A2,A2,2,GLOSS," وتكررتْ نفس المشاهد أمام قِسم الطوارئ في مُستشفى ابن رُشد حيث نُقل مُعظم الجرحى وقالت امرأة وهي تبكي ""ساعدوني أنا امرأة عجوز مريضة بالقلب والسُكري إن ابنتي عِندكم قولوا لي هل هي جريحة أم قتيلة"""
888,A,A2,A2,2,GLOSS, وتقول مؤسسة جارتنر داتا كويست للاحصاء أنه تم بيع 234 مليون هاتف محمول للمستهلكين عام 2002 ويستخدمه حالياً نحو مليار شخص في مختلف ارجاء العالم وبلغت عائدات موتورولا من المحمول 33 مليار دولار في الربع الرابع من 2002 وموتورولا ثاني أكبر شركة لصناعة المحمول في العالم
889,A,A2,A2,2,GLOSS," وتقول إحدى الصيغ ""كلما زادت الفرص التي تقدمها النت كلما زاد حجم الوقت الذي يمضيه الناس في استخدامها"" ووفقا لرابطة التجارة الإلكترونية الألمانية ""بيتكوم"" فإن 26 مليون ألماني يقومون بأعمالهم المصرفية عبر الإنترنت من إجمالي عدد سكان يبلغ 82 مليون نسمة ويقوم 13 مليون منهم بحجز الأماكن للإجازات عن طريق الإنترنت ويقوم ستة من بين كل 10 أفراد بشراء المشتريات عبر الشبكة العنكبوتية"
890,A,A2,A2,2,GLOSS, وتقدم إسرائيل لموريتانيا النصائح المتعلقة بالأمن وتشرف على أجهزته ويشك بعض الموريتانيين في أن الطايع تودد كذلك لإسرائيل ليبدو أكثر اعتدالاً في أعين الغرب بعد أن ساند العراق في حرب الخليج واعتقل الساسة الذين كانوا على صلة بالرئيس العراقي المخلوع صدّام حسين منذ الاطاحة به ولم تورد السلطات بعد بيانات عن عدد القتلى من الجانبين ولم يحددوا عدد الجنود وأغلبهم من وحدة مدرعة الذين استسلموا أو قبض عليهم
891,A,A2,A2,2,GLOSS, وتقدر تكلفة المشروع مليارا ونصف المليار دولار إذ يتوقع الأردن أن يساهم البنك الدولي بنحو 800 مليون دولار و700 مليون دولار يساهم بها القطاع الخاص وحسب أرقام إحصائية فإن كميات المياه التي كانت تتدفق من نهر الأردن عام 1944 نحو 972 مليون متر مكعب تقلصت إلى 180 مليون متر مكعب عام 1948 عندما قامت إسرائيل بسحب مياه نهر الأردن إلى منطقة النقب ومن ثم بدأت كمياته تتقلص حتى وصلت إلى 125 مليون متر مكعب عام 1985
892,A,A2,A2,2,GLOSS, وتقدر المملكة أن الحرب كلفت اقتصادها المعتمد على المساعدات ملايين الدولارات نتيجة لضياع فرص تجارية ووقف امدادات نفط رخيصة من العراق بعد بدأ العمليات العسكرية في مارس آذار وكان الأردن ساعد سِراً في تسهيل الحملة التي قادتها الولايات المتحدة للاطاحة بالرئيس العراقي صدام حسين ونأى الملك عبدالله بنفسه علانيةً عن الحرب تحت ضغوط محلية شديدة بينما سمح الأردن لقوات أمريكية خاصة بالدخول الى غرب العراق من أراضيه
893,A,A2,A2,2,GLOSS, وتفقد جلالة الملك غُرفة عمليات الدفاع المدني الرئيسية واطلع على سير العمل فيها وأكد جلالته ضرورة تركيز جهود الدفاع المدني والأجهزة الأخرى على المحافظات التي تأثرت بالعاصفة الثلجية الحالية وشكر جلالة الملك منتسبي الدفاع المدني على جهودهم المتميزة مبدياً توجيهاته باتخاذ كافة الاجراءات لمساعدة المواطنين في مختلف محافظات المملكة لتجاوز الظروف الجوية بشكل طبيعي
894,A,A2,A2,2,GLOSS," وتفضل شريحة كبيرة من السوريين التسوق من ""البسطات"" واقتناء معروضاتها التي تتنوع لتشمل جميع أنواع الألبسة وأدوات التجميل والعطور والكتب ولوازم الدراسة وألعاب الأطفال والخضار والفواكه والمثلجات والمشروبات والدخان المهرّب والاسطوانات المدمجة ومختلف الأجهزة الكهربائية والمنتجات الصناعية بفضل الأسعار المتهاودة التي تصل الى نصف قيمة معروضات المتاجر المجاورة أو أقل من ذلك في بعض الأحيان"
895,A,A2,A2,2,GLOSS, وتعتبر ضاحية شُبرا التي يبلغ عدد سُكانها خمسة ملايين نسمة من المناطق الأكثر اكتظاظاً وفقراً وقال مصدر في الشرطة أن المبنى قد يكون انهار نتيجة أعمال ترميم اجريت قبل ثلاثة أشهر ولم تكن مُطابقة لشروط السلامة وأوضح مُحافظ القاهرة عبد الرحيم شحاتة الذي زار موْقع الحادث أن المبنى شيد عام 1946
896,A,A2,A2,2,GLOSS, وتضم هيئة الدفاع 23 عضوا بينهم وزير الخارجية الفرنسي الاسبق رولان دوما وابنة الزعيم الليبي عائشة معمر القذافي ومحام أميركي ومثل صدام حسين في الاول من يوليو (تموز) الماضي امام قاضي تحقيق وجه اليه تهما بارتكاب جرائم ضد الانسانية واعلن مسؤول اميركي في بغداد ان محاكمة صدام حسين لن تحصل على الأرجح خلال عام 2004 في كلام يناقض ما قاله رئيس الوزراء العراقي اياد علاوي لجهة احتمال بدئها في الشهر الحالي
897,A,A2,A2,2,GLOSS, وتضاعف الاقبال على الألعاب المتداولة في البيوت ليس لطرد الملل فحسب بل ومن أجل العمل على إشاعة جو الألفة الأسرية ويقول رب عائلة: إن البقاء دون لهو يدفع الى التفكير في قضايا بعيدة أي أن التهيؤات تسيطر وبالتالي يزداد شعور الخوف والقلق وإلى ذلك فإن الانشغال بأي عمل هو محاولة للإلتفاف على الضغوط النفسية الناجمة عن الحرب
898,A,A2,A2,2,GLOSS, وتشير رئيسة فريق التسويق ربى ابو زيد الى ان المئات زاروا مكاتب الجامعة بعد تدشينها من الرئيس بشار الأسد العام الماضي وتقدم العشرات للتسجيل في السنة التحضيرية prep year وسيتم في هذه السنة تأهيل الطلاب في اللغة الإنجليزية للحصول على شهادة (التوفل) المطلوبة كشرط للقبول في الجامعات الأجنبية
899,A,A2,A2,2,GLOSS," وتشكل هذه المكبات أحد الأسباب الرئيسية التي تؤدي إلى تفاقم المرض من جراء عدم انضباط السكان الذين لا يترددون برمي النفايات في أي مكان رغم التحذيرات وقال أحد الأساتذة معبرا عن مشاعر عدد كبير من المواطنين ""نعاني من مشكلة عدم الانضباط ولا تستأثر المحافظة على البيئة على اهتمامنا"" معربا عن أسفه لتدني نوعية الخدمات الصحية"
900,A,A2,A2,2,GLOSS, وتستعد السلطات الطبية على مستوى العالم لنوع جديد من الإنفلونزا يخشون أن يكرر الكارثة التي أحدثها وباء عام 1918 الذي أودى بحياة نحو 20 مليون وكان العلماء يعملون على مدار الساعة للتعرف على الفيروس المسبب لهذا المرض المعدي الذي انتشر بسرعة حول العالم مع المسافرين من أجزاء من آسيا
901,A,A2,A2,2,GLOSS, وترجع قلة أنفاق السيارات للمخاطر التي تحيط بهذا النوع من عمليات التهريب منها احتمالات اصطدام السيارة بالنفق مما قد يؤدي إلى انهياره وارتفاع تكلفة تهريب السيارات إضافة إلى التشديد الأمني المصري تجاه هذا النوع من الأنفاق
902,A,A2,A2,2,GLOSS," وتذمرت أمينة (44 سنة) التي تصطحب ابنها البالغ الرابعة من العمر مما يعاني ابناؤها يومياً حيث ترغمهم الإجراءات على الوصول متأخرين إلى مدارسهم في غالب الأحيان وأمينة أم لعشرة أولاد ستة منهم يعبرون يومياً الحاجز للوصول إلى مدارسهم وأضافت "" أنا أقصد القدس مرة في الأسبوع لكن أبنائي يعبرون الحاجز يومياً وفي بعض الأحيان يغلقون الحاجز مبكراً أو يتأخرون في فتحه فنبقى ننتظر هنا واقفين تحت الشمس أو المطر"""
903,A,A2,A2,2,GLOSS, وتخشى الجزائر ان يضر احتمال اختطاف السياح بصناعة السياحة التى كانت تظهر علامات على التحسن بعد سنوات من السمعة السيئة
904,A,A2,A2,2,GLOSS, وتجدر الاشارة الى ان تدخين النارجيلة اقتصر في الماضي على المتقدمين في السن وهي عادة موروثة منذ الحكم العثماني في لبنان وكانت تنحصر في نوع التنباك العجمي او المدبس (اي الممزوج مع الدبس وهي حلاوة لبنانية تشبه المربى) الا انها في الآونة الاخيرة تطورت لتشمل نكهات المعسل
905,A,A2,A2,2,GLOSS, وتتكرر حوادث انهيار المباني في مصر حيث شيد العديد منها من دون ترخيص أو بدون الالتزام بالقواعد المرعية ويرفض المالكون صيانة المباني بسبب الأجور الرمزية التي يتقاضونها
906,A,A2,A2,2,GLOSS, وتتفق الكثير من الدراسات على خطورة التدخين على صحة النساء خصوصا فى مراحل ما بعد سن اليأس إلا أن هناك حاجة إلى إجراء المزيد من الدراسات للتأكد من هذه الخطورة على صحة الصبايا والشابات
907,A,A2,A2,2,GLOSS, وتبين ان اقل نسبة من مدخني النرجيلة لهذه الاعمار في البلاد العربية هي في تونس اذ لا تزيد عن 11% للذكور و 3 1% للاناث فيما تصل الى 31% في الكويت و21% في الاردن وتوزعت الاماكن التي يدخن الطلاب فيها النارجيلة لتصل الى 19% في المقاهي الخاصة التي تقدم هذه الخدمة و14% في الاماكن العامة و8% لدى الاصدقاء و26% في اماكن اخرى مختلفة
908,A,A2,A2,2,GLOSS, وتبنّت كتائب شهداء الأقصى التابعة لحركة فتح وسرايا القدس التابعة لحركة الجهاد الإسلامي معاً عملية دوغيت وقالتا في بيان مشترك <أن مجموعة مشتركة من مقاتليها قامت بزرع عبوة ناسفة تزن 120 كيلو غراماً وتفجيرها لدى مرور دبابة اسرائلية من نوع ميركافا-3 مما أدى إلى تدميرها بشكل كامل ومقتل جميع من كانوا فيها>
909,A,A2,A2,2,GLOSS, وتابع الناصر ان المشروع يتكون من عدة مراحل وان المرحلة الاولى تتبنى المحافظة على بيئة البحر الميت وتبلغ كلفة هذه المرحلة حوالي مليار دولار
910,A,A2,A2,2,GLOSS, وتؤكل الخضراوات والفاكهة والجوز والبقوليات والحبوب وزيت الزيتون والجبن والزبادى معظم الايام وكذلك السمك ويشرب النبيذ باعتدال
911,A,A2,A2,2,GLOSS, وتأمل لبنى أن يتميز مطعمها وينفرد عن غيره من المطاعم في إعداد وجبة إفطار صباحية مما معه أجواء عائلية خاصة مع قائمة طعام تحتوي على الفلافل وفتة الحمص و الفول والمناقيش وغيرها مما يشتهيه الضيف
912,A,A2,A2,2,GLOSS, وبينّ جلالته والسيد بلير أن الأردن وبريطانيا تُفضلان حلاً سلمياً للأزمة العراقية من خلال نزع الأسلحة العراقية وتبذلان كل جهد ووسيلة لتحقيق ذلك ودعوا العراق الى إبداء المزيد من التعاون مع المفتشين وتطبيق قرار مجلس الأمن رقم 1441 وعدم اضاعة هذه الفرصة الأخيرة لتجنب الحرب
913,A,A2,A2,2,GLOSS, وبينما تقلصَ القِتال في بغداد فإن المستشفيات لا تزال تعالج المصابين من القصفِ الأمريكي وضحايا الانفجارات والقنابل العُنقودية وجماعات النهب المسلحة والقنابل العُنقودية مثيرة للجدل لإنها تتكون من مئات القنابل الصغيرة وهي في حجم علبة مشروب خفيف ولا تنفجر كلها عند الارتطام بالأرض تبقى اجزاء صغيرة وتكون مثل الغام أرضية وقال عاملون بمستشفى الكاظمية أنهم يعالجون عدة أطفال أصيبوا في انفجار قنبلة عُنقودية سَقطت في سوقٍ وهم يلعبون
914,A,A2,A2,2,GLOSS, وبلغ عدد الطلاب المسجلين في السنة التحضيرية 349 طالباً منهم 25 طالباً يعيشون خارج سورية (لبنان الإمارات الأرجنتين الكويت الولايات المتحدة الأميركية تونس الجزائر السعودية) وهم يحملون جنسيات خمس دول هي (اللبنانية السعودية الروسية الكويتية المغربية) اضافة الى الجنسية السورية
915,A,A2,A2,2,GLOSS, وبعكس الدراسات الأولية التى قارنت بين الأشخاص الذين دخنوا سابقا والذين لم يدخنوا أبدا قام الباحثون فى دراستهم الجديدة بتقييم العلاقة بين قياسات مختلفة لتدخين السجائر وخطر إصابة النساء فى سن 56 و 79 عاما بسرطان الثدي الخبيث
916,A,A2,A2,2,GLOSS, وبسبب غياب الأمطار خلال موسم الزرع وسوء توزيع الأمطار النادرة التي تساقطت لم يتمكن معظم الفلاحين من زرع حقولهم أما القلة الذين تمكنوا من ذلك فقد يبست مزروعاتهم
917,A,A2,A2,2,GLOSS, وبدا سُكان وسط المدينة الذين هرعوا الى أماكن الاعتداءات وكأنهم في غيبوبةٍ حتى أن العديدَ مِنهم لم يُصدق واقع الأعمال الدامية التي حَدثتْ في جوارهم
918,A,A2,A2,2,GLOSS, وبدا الطايع متعباً وهو يدلي ببيان أمام شاشة التلفزيون الحكومي في وقت متأخر من مساء أمس الاثنين لترشيح أحد أنصاره ليحل محل رئيس اركان الجيش الذي سقط في القتال وما زالت الشكوك تحيط بمصير صالح ولد حنينة وهو ضابط سابق بالجيش يعتقد انه وراء محاولة الانقلاب وقال مسؤولون في وقت سابق انهم يعتقدون انه قتل في المعركة لكن البعض قال أنه قد يكون جرٍح فقط
919,A,A2,A2,2,GLOSS," وبدأت قصة دريد لحام مع التمثيل فى الجامعة ولكنه حقق نجوميته العابرة للحدود العربية من خلال اقتباسه للشخصية التى اشتهر بها ""غوار الطوشي"" التى يعود فضل ابتكارها للفنان الراحل نهاد قلعي ففى الستينيات باشر عمله ممثلاً على الشاشة الفضية وقام بالعديد من الأعمال أبرزها مسلسل ""صح النوم"" الذى كان بداية معرفة الجمهور السورى به وزيادة على تكاثر أعماله فى أعقاب ذلك؛ أخذ لحام يقوم بأدوار عديدة فى أعمال فكاهية منتجة خارج سورية وخاصة فى مصر بالاشتراك مع الفنان قلعي"
920,A,A2,A2,2,GLOSS," وبدأت الشركات الكويتية بقطف ثِمار الموقف الذي اتخذته حُكومة الكويت بالوقوف الى جانب الولايات المتحدة وحصلت على عقود تتعلق بإمدادات مياه وخدمات أخرى في العراق وحسب مجلة ""ميدل ايست ايكونوميك دايجست"" المُتخصصة فإن شركة الخرافي الوطنية الكويتية فازت بعقد لِبناء مشروع تغذية بماء الشرب في مرفأ أم قصر بطاقة مليون ليتر وكلّفت شركة صِناعة الأنابيب الكويتية بتقديم المُعدات اللازمة لانجازه ويؤكد الممُحللون أن الأمريكيين وليس العراقيون هُم مَن سيُقرر توزيع العُقود في العراق"
921,A,A2,A2,2,GLOSS, وبدأت السلطات الجزائرية البحث عن السياح فى الصحراء التى تبلغ مساحتها مليونى كيلومتر مربع فى مارس الماضى مستخدمة الاف الجنود وطائرات الجيش الجماعة السلفية للدعوة والقتال كانت تحتجز السياح
922,A,A2,A2,2,GLOSS, وبدأت الجزائر للتو الوقوف على قدميها بعد عشر سنوات من العنف الذى ادى الى سقوط ما يزيد على مئة الف قتيل بعد الغاء انتخابات عامة كان المتشددون الاسلاميون على وشك الفوز فيها
923,A,A2,A2,2,GLOSS, وبالنسبة لأكثر المناطق السياحية جذبا للسائح الخليجي في الأردن يقول أبو سماقة أن العاصمة عمان ومنطقة عجلون الأثرية هما أكثر المناطق المرغوبة لدى السائح الخليجي وذلك نظرا لتوفر جميع متطلبات سياحة العائلات الخليجية في عمان كتوفر الشقق الفندقية والمفروشة بمستويات وأسعار مختلفة تناسب جميع الأذواق إضافة إلى توفر العديد من المطاعم والمتنزهات العائلية كذلك يفضل السائح الخليجي منطقة عجلون نظرا للمناطق الطبيعية وتوفر أماكن للسكن فيها حيث أن أهالي تلك المنطقة يخلون منازلهم المحيطة بهذه المنطقة الأثرية ليسكن بها السائح الخليجي طيلة إقامته فيها
924,A,A2,A2,2,GLOSS, وبالمقارنة مع عالم اليوم يُعتبر هاتف كوبر الأول قطعة ثقيلة ولكنه كان اختراعاً ثورياً وأقرب هاتف للمحمول كان هاتف السيارة الذي كان يزن اكثر من 13 كيلوجراماً ويُكَلِف الاف الدولارات ويَتطلب ثقب السيارة لوضع الهوائي ويتذكر روبرت جالفين رئيس مجلس ادارة موتورولا أن والِدَهُ بول جالفين مؤسس موتورولا كان يقودُ سيارةً بها هاتف في اواخر حياته
925,A,A2,A2,2,GLOSS, وباستمرار عجز عائدات النفظ عن تلبية احتياجات أكثر من 17 مليوشعراوي الفحام
926,A,A2,A2,2,GLOSS, واوضح الاثري الدكتور صبري عبد العزيز مدير آثار مصر العليا ل«الشرق الأوسط» أن أعمال الترميم بدأت في عام 1960 بهمة البعثة المصرية البولندية المشتركة واستهدفت الاعمال الكشف عن نقوش أخرى للملكة حتشبسوت سبق ان أزالها الملك تحتمس الثالث من فوق جدران المعبد
927,A,A2,A2,2,GLOSS, وانهارت الطبقتان الأخيرتان بعد ذلك فقامت الجرّافات قبل الظهر بإزالة كتل الإسمنت والانقاض ويقع المبنى في شارع طوسون المُكتظ بالسكان حيث المباني مُتلاصقة وتم اخلاء مبنيين مُجاورين خشية انهيارهما بدورهما
928,A,A2,A2,2,GLOSS, وانهارت الطبقات الأربع الأولى من المبنى ورست الطبقتان الأخيرتان على الانقاض بدون أن تنهار مما جعل من الصعب على فِرَق الاغاثة الوصول الى الضحايا
929,A,A2,A2,2,GLOSS," وانحت وكالة الانباء الاردنية باللائمة فى الاضطرابات على قيام عدد من الاشخاص اطلاق النار على دوريات الامن العام فى معان وقالت ""جرى تبادل لاطلاق النار توفى على اثر ذلك احد المهاجمين وجرح ثلاثة اخرون بينهم احد رجال الامن العام"" ولكن شهود عيان قالوا ان اثنين قتلا واصيب عدة اشخاص اخرين فى اطلاق نار عنيف تفجر بعد الافطار وقالت زوجة ابو سياف ان الشرطة طوقت المنطقة كلها بما فى ذلك منزلها بعد اشتباكات واضافت ان ابنها فى امان تحت حماية زعماء قبليين"
930,A,A2,A2,2,GLOSS, والنساء اللواتي سيفزن في هذه الانتخابات هنّ اللواتي سيحصلنّ على أكبر عدد من الأصوات على المستوى الوطني أياً تكن اصولهن أو طوائفهن وبذلك سيرتفع عدد المقاعد في البرلمان الى 110 وكان المجلس التشريعي الأردني يتألف من 80 مقعداً ولكن تمّ اعتماد قانون عام 2001 يقضي برفع هذا العدد الى 104 مقاعد وحدد سن الناخب 18 عاماً بدلاً من 19
931,A,A2,A2,2,GLOSS, والمهم أن تمضي ساعات المساء الثقيلة وتنصرف أنظار الأطفال عن صور الموت وأصوات الانفجارات ومع ذلك فإن الهلع الذي يُسببه سُقوط الصواريخ على الأحياء السُكانية في العاصمة والمدن لا يُمكن تداركه بأي لهو ولذلك فإن بعضنا ينصرف الى الله الخالق العظيم يدعوه أن يكشف الغمة ويطرد الغُزاة ويديم نعمة الأمن والسلام على العالم بأسره ولكن متى يتحقق ذلك
932,A,A2,A2,2,GLOSS, والمنطقة التى يعتقد ان السياح كانوا فى طريقهم اليها مشهورة بمواقعها الاثرية لكنها معروفة كذلك بتهريب الاسلحة والمخدرات عبر الحدود مع ليبيا ومالى والنيجر
933,A,A2,A2,2,GLOSS, والمشاركة في هذا النوع من السياحة يستقطب الأجانب ويمكن القول أنهم أصابوا أصدقائهم بعدواهم لإن ذلك يدخل في ثقافتهم السياحية وتترواح كلفته ما بين 10 وال 30 الف ليرة لبنانية (ما بين 7 و20 دولاراً) ويتضمن في الحالات الأخيرة نقل المشاركين في حافلة خاصة وتناول الطعام
934,A,A2,A2,2,GLOSS, والحاجز الذي يقع قرب بلدة الرام ويبعد نحو عشرة كيلومترات عن القدس وأقل من ذلك عن رام الله أصبح عبارة عن معبر حُدودي حقيقي بأجهزته الإلكترونية للرصد والكشف وجنوده المدجّجين بالسلاح والعتاد ومكعباته الإسمنتية
935,A,A2,A2,2,GLOSS, والجدير بالذكر أن الاسطول الملكي البريطاني سيشارك بحاملة طائرات وعدد من الفرقاطات والغواصات وكاسحات الالغام إضافة إلى مجموعة من الطائرات المقاتلة والمروحية أما القوات البرية فستساهم بألوية مدرعة و500 ناقلة مدرعة فضلاً عن مدافع ودبابات من طراز «تشالنجر» وسيرسل سلاح الجو الملكي بدوره الى مناورات «السيف السريع» أسراباً من طائرات «تورنيدو» و«هاريير» و«نمرود» إلى جانب مروحيات وطائرات نقل وغيرها
936,A,A2,A2,2,GLOSS, والتقى جلالتهما المواطنين في شوارع العاصمة للاطمئنان على أحوالهم واحتياجاتهم وتوجه جلالة الملك عبدالله الثاني وجلالة الملكة رانيا الى المديرية العامة للدفاع المدني حيث اطمأن على ما اتخذته أجهزة الدفاع المدني من اجراءات لمواجهة الظروف الجوية السائدة وقدم مدير الدفاع المدني اللواء محمود العبادي إيجازاً لجلالة الملك حول الاجراءات والخدمات التي قدمتها وتقدمها طواقم الدفاع المدني في مختلف مناطق المملكة للمواطنين لمساعدتهم
937,A,A2,A2,2,GLOSS, واكد شهود العيان ان الانسة كوري كانت في منطقة مفتوحة عندما تقدمت الجرافة منها ولم يكن ثمة اي شيء يحول دون الرؤية الواضحة غير ان ناطقا بلسان الجيش الاسرائيلي زعم بأن الجرافة المدرعة ذات رؤية محدودة وان سائقها لم يكن يعرف بأن الانسة كوري كانت في طريقه واستطرد يقول »ان الجنود الاسرائيليين كانوا يتعاملون مع مجموعة من المحتجين كانوا يتصرفون على نحو يخلو من المسؤولية ويعرضون الجميع للخطر«
938,A,A2,A2,2,GLOSS, واكد شمخاني ان «الولايات المتحدة والاعداء الآخرين لايران يجب ان يدركوا اننا سنرد بكل قوتنا على أي عمل عسكري ضد بلدنا» موضحا ان ايران «لن تلتزم بمكان او زمان» وستكون «حرة» في الرد على عمل عسكري ضد منشآتها العسكرية
939,A,A2,A2,2,GLOSS, واكتُشفت مقبرة توت عنخ امون الملقب بالفرعون الذهبي في تشرين الثاني 1922 بالأقصر الواقعة جنوب القاهرة بحوالي 650 كيلومتراً ومنذ عام 1968 تتعرض مومياء الملك للدراسة والفحص بالأشعة لتحديد سبب وفاته حيث كان يُعتقد أنه قُتل بآلة حادة ضُرب بها في مؤخرة الرأس
940,A,A2,A2,2,GLOSS, واعلنت هيئة اركان الجيش الجزائرى اليوم الاربعاء فى بيان ان السياح الاوروبيين ال17 الذين افرج 1(sic) بعد ان كانوا مفقودين فى الصحراء الجزائرية الثلاثاء كانوا محتجزين من قبل الجماعة السلفية للدعوة والقتال بزعامة حسن حطاب والمرتبطة بتنظيم القاعدة
941,A,A2,A2,2,GLOSS," واعلن البرنامج عن اقامة حفل استقبال الليلة يجمع عددا من الفنانين والاعلاميين لانهم ""يستطيعون ايجاد محيط يسمح بطرح قضية المرض بشكل انسانى ومؤثر وكذلك رفع درجة الاستجابة بنسبة كبيرة حيث تقع على عاتقهم مسؤولية اعطاء القدوة للاخرين فى المجتمع"""
942,A,A2,A2,2,GLOSS, واعترفت المصادر أن السلطات الجمركية تقوم بعمليات التفتيش الدقيق للقادمين من العراق وأنه يتم مصادرة المقتنيات الأثرية واللوحات الفنية سواء القديمة أو الحديثة وأنها تقوم بمصادرتها وحفظها في مستودعات الجمارك وتسليمها إلى دائرة الآثار العامة الأردنية للتعامل مع هذه المقتنيات والتحفظ عليها كأمانات لديها إلى حين تشكيل سلطة عراقية للتعامل معها
943,A,A2,A2,2,GLOSS, واعتبر الدكتور عبد الله هذه الاكتشافات حدثا فريداً تتجاوز أهميته اليمن إلى مستويات إقليمية ودولية خاصة إذا علمنا أن أرخبيل جزر سقطرى ظل معزولا على مدى عدة قرون بحكم عوامل جغرافية وتاريخية وبمنأى عن مختلف الأنشطة البشرية الاقتصادية والاجتماعية الحديثة الأمر الذي ساعد على السمات والخصائص الطبيعية البكر
944,A,A2,A2,2,GLOSS," واعتبر البرنامج انه ""بسبب هذا الوضع المتميز لمنطقتنا العربية بالتحديد يجب ان نتحرك منذ الان حتى نتجنب التاثير المخيف للمرض على عملية التنمية كما يحصل فى مناطق اخرى من العالم"" وكانت منظمة الصحة العالمية اعلنت ان حوالى 700 الف شخص يحملون فيروس الايدز فى منطقة شرق المتوسط مشيرة الى ""الزيادة الكبيرة"" فى انتشار الفيروس بحيث سجلت 82 الف حالة جديدة خلال عام 2001 مع ان عدد المصابين كان بحدود 220 الفا عام 1999"
